snapshot_date,source,format,player,position,team,age,value,overall_rank,position_rank,trend,url
2026-06-02,KeepTradeCut,1QB,Josh Allen,QB,BUF,30.0,7637,14,1,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Josh Allen,QB,BUF,30.0,9999,1,1,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Bijan Robinson,RB,ATL,24.3,9999,1,1,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Bijan Robinson,RB,ATL,24.3,9998,2,1,-1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Ja'Marr Chase,WR,CIN,26.2,9996,3,1,-2,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Ja'Marr Chase,WR,CIN,26.2,9980,3,1,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Jaxon Smith-Njigba,WR,SEA,24.3,9982,4,2,-1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Jaxon Smith-Njigba,WR,SEA,24.3,9819,4,2,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Jahmyr Gibbs,RB,DET,24.2,9998,2,2,2,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Jahmyr Gibbs,RB,DET,24.2,9658,5,2,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Drake Maye,QB,NEP,23.8,6622,24,2,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Drake Maye,QB,NEP,23.8,9375,6,2,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Puka Nacua,WR,LAR,25.0,8827,5,3,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Puka Nacua,WR,LAR,25.0,8608,7,3,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Brock Bowers,TE,LVR,23.5,8241,6,1,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Brock Bowers,TE,LVR,23.5,8057,8,1,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Caleb Williams,QB,CHI,24.5,5722,47,5,4,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Caleb Williams,QB,CHI,24.5,7975,9,3,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Jayden Daniels,QB,WAS,25.4,6264,32,3,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Jayden Daniels,QB,WAS,25.4,7824,10,4,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Amon-Ra St. Brown,WR,DET,26.6,8021,8,5,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Amon-Ra St. Brown,WR,DET,26.6,7813,11,4,2,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Justin Jefferson,WR,MIN,27.0,8051,7,4,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Justin Jefferson,WR,MIN,27.0,7764,12,5,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Lamar Jackson,QB,BAL,29.4,6234,37,4,-1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Lamar Jackson,QB,BAL,29.4,7677,13,5,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Jeremiyah Love,RB,ARI,21.0,7898,11,4,-1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Jeremiyah Love,RB,ARI,21.0,7657,14,3,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Malik Nabers,WR,NYG,22.8,7934,10,6,-3,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Malik Nabers,WR,NYG,22.8,7626,15,6,-5,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Ashton Jeanty,RB,LVR,22.5,7939,9,3,2,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Ashton Jeanty,RB,LVR,22.5,7591,16,4,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Trey McBride,TE,ARI,26.5,7714,12,2,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Trey McBride,TE,ARI,26.5,7558,17,2,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Joe Burrow,QB,CIN,29.5,5708,48,6,2,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Joe Burrow,QB,CIN,29.5,7417,18,6,-1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,CeeDee Lamb,WR,DAL,27.2,7666,13,7,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,CeeDee Lamb,WR,DAL,27.2,7258,19,7,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,2027 Early 1st,RDP,FA,0.0,7318,17,,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,2027 Early 1st,RDP,FA,0.0,7127,20,,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Drake London,WR,ATL,24.8,7402,15,8,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Drake London,WR,ATL,24.8,6942,21,8,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,De'Von Achane,RB,MIA,24.6,7375,16,5,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,De'Von Achane,RB,MIA,24.6,6906,22,5,0,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,1QB,Justin Herbert,QB,LAC,28.2,5488,67,9,1,https://keeptradecut.com/dynasty-rankings
2026-06-02,KeepTradeCut,SF,Justin Herbert,QB,LAC,28.2,6883,23,7,1,https://keeptradecut.com/dynasty-rankings
